QC,1128.4916@9.7028,553.443@9.6875,683.4458@9.6875,732.4024@9.6875,380.1921@9.6799,501.3806@9.7446,733.0489@9.756,579.0822@9.7712,275.2017@9.775,623.015@9.775,761.0804@9.775,725.3499@9.7104,443.278@9.7142,475.3649@9.7142,295.2278@9.718,363.2193@9.718,499.1909@9.718,534.2511@9.718,416.2797@9.7836,283.1088@9.5839,633.0519@9.5839,1046.7053@9.5801,865.6389@9.5801,733.049@9.5915,441.3908@9.6533,455.2399@9.6533,523.2269@9.6533,589.1247@9.6533,659.2017@9.6533,795.1771@9.6533,591.2141@9.6571,745.0332@9.6571,453.2242@9.6723,521.2086@9.6723,1070.4913@9.6381,733.5464@9.5991,743.0701@9.5991,811.0569@9.5991,947.0335@9.6029,823.0136@9.6067,259.1914@9.6229,643.3784@9.6267,745.5514@9.6381,568.3609@9.7836,419.2779@9.8786,441.256@9.8786,541.0117@9.8786,409.2939@9.8901,571.1537@9.8901,639.1411@9.8901,341.2692@9.9015,410.2537@9.9015,397.2541@9.9053,274.8853@9.9091,336.2543@9.8748,983.6084@9.852,1051.5974@9.852,1119.5854@9.8558,503.2207@9.8596,820.2477@9.8596,888.2352@9.8596,956.2226@9.8596,337.2028@9.8672,799.0562@9.9395,581.3549@9.9519,1130.4559@9.9519,407.2795@9.9557,513.3578@9.9595,485.3247@9.9709,511.3956@9.9709,1014.7369@9.9747,677.0614@9.9785,527.3915@9.9243,717.5193@9.9243,562.8991@9.9281,1193.1699@9.7912,535.3094@9.8102,293.2125@9.8178,356.1869@9.8216,529.0722@9.8254,1142.726@9.8368,796.5283@9.8444,718.2139@9.8482,480.3101@9.852,616.2851@9.852,1074.7384@9.8368,577.076@9.8368,633.104@9.8368,607.0953@9.5801,1071.6666@9.1751,1001.1288@9.1789,986.2272@9.1751,1110.2469@9.1865,1046.2013@9.1903,1074.1974@9.1903,1178.2349@9.1903,483.3648@9.1941,774.2522@9.1447,247.1703@9.1523,838.297@9.1561,910.2272@9.1637,523.0211@9.1713,870.2344@9.1713,978.2143@9.1713,489.1364@9.2321,531.0465@9.2017,313.2384@9.2169,335.2204@9.2169,471.1968@9.2169,403.2078@9.2207,369.2642@9.0753,409.293@9.0829,978.2142@9.0943,937.1144@9.0562,337.2355@9.0677,534.2524@9.0677,365.2309@9.0981,297.2434@9.1019,706.2647@9.1295,818.5058@9.1295,344.2766@9.1333,702.3215@9.1333,846.5422@9.1333,958.5156@9.1143,233.1546@9.1219,754.5031@9.1257,345.2784@9.9823,1193.1657@9.5155,1002.5106@9.5193,361.2344@9.5421,429.2237@9.5459,1129.1528@9.5079,461.3269@9.5611,431.3136@9.5649,337.1997@9.5041,455.3344@9.466,551.0529@9.466,295.2276@9.4736,299.2245@9.4736,892.3047@9.4888,577.3761@9.5003,351.2535@9.5687,659.5011@9.5763,483.3147@9.5687,384.1819@9.5725,420.1984@9.3358,284.2232@9.3396,330.8997@9.3472,1193.1652@9.351,343.2272@9.3624,1001.1275@9.3624,259.171@9.3662,534.065@9.3662,349.2369@9.3738,453.2309@9.3548,345.1322@9.3244,363.2526@9.2939,549.0373@9.2977,1129.1523@9.3092,235.1702@9.4194,1001.1276@9.4194,1065.1401@9.4232,427.2255@9.427,405.2637@9.4346,661.0865@9.4156,492.9907@9.3814,549.037@9.3814,265.18@9.389,377.1583@9.389,409.0962@9.389,581.1208@9.389,445.1458@9.3928,579.3894@9.3966,715.3641@9.3966,783.3522@9.3966,554.2853@9.4118,647.0741@10.5708,733.5047@10.5708,750.5519@10.5708,515.3697@10.5746,581.345@10.5746,649.0718@10.5746,707.1026@10.5746,426.3299@10.5822,461.3265@10.5822,483.3115@10.5822,818.552@10.5746,323.2589@10.5708,999.5264@10.5632,1032.7608@10.5632,1076.7561@10.5632,1120.749@10.5632,645.3096@10.567,886.5402@10.567,977.7747@10.567,1172.875@10.5822,995.7457@10.5632,1196.8777@10.5822,551.2966@10.586,995.6313@10.6164,511.3429@10.625,1063.6225@10.625,889.105@10.6288,807.1006@10.6326,723.0249@10.625,927.642@10.6126,619.2846@10.586,880.0667@10.586,989.0535@10.5898,535.3077@10.5936,685.5271@10.5974,651.0992@10.6012,683.0476@10.6012,886.7731@10.6012,1130.4527@10.6012,370.2981@10.605,577.4269@10.605,562.899@10.6088,975.0646@10.5404,1043.052@10.5404,715.0694@10.5442,805.0867@10.5442,839.0902@10.5442,896.4757@10.5442,907.0778@10.5442,919.0353@10.5404,351.2513@10.5518,703.1137@10.5518,1090.4949@10.5518,1158.4777@10.5518,346.2103@10.5556,783.0555@10.5404,413.2676@10.5176,481.255@10.5176,549.2415@10.5176,808.6259@10.5176,1130.4544@10.5176,347.2947@10.5214,669.0373@10.5214,555.9826@10.529,1194.8862@10.5328,803.0479@10.5556,1157.2665@10.5556,435.1066@10.5632,511.1086@10.5632,531.0877@10.5632,561.4664@10.5632,567.1393@10.5632,739.5266@10.5632,931.5375@10.5632,431.1642@10.5632,395.1151@10.5632,513.1035@10.5594,579.0885@10.5594,635.1259@10.5594,735.0508@10.5594,1067.5153@10.5594,1144.7416@10.5594,295.1881@10.5632,954.7603@10.5138,1130.4536@10.6934,821.4412@10.6972,892.7862@10.6972,483.3663@10.701,519.4044@10.701,651.1012@10.701,886.7726@10.701,889.4285@10.701,365.2312@10.7048,957.4161@10.7048,409.2959@10.7087,513.3613@10.7163,990.4803@10.7163,297.2434@10.7201,515.3717@10.7201,1025.4044@10.6896,562.8988@10.6706,879.0629@10.6706,855.0694@10.6858,601.4359@10.6896,954.7606@10.6896,653.4013@10.7239,593.1547@10.7505,767.0291@10.7505,1005.337@10.7505,1073.3245@10.7505,469.134@10.7543,597.0993@10.7543,625.0922@10.7543,633.0536@10.7543,949.3052@10.7543,769.4162@10.7581,1146.7561@10.7581,1157.5179@10.7581,881.3175@10.7543,1141.312@10.7467,829.0534@10.7467,833.1166@10.7239,419.3157@10.7353,845.1762@10.7391,945.0549@10.7391,1001.0812@10.7391,1069.0678@10.7391,741.0846@10.7429,797.1125@10.7429,823.0414@10.7429,865.1044@10.7429,877.0438@10.7429,891.0296@10.7429,899.0536@10.7429,933.0922@10.7429,661.1368@10.7467,729.1297@10.7467,761.071@10.7467,711.3278@10.663,643.334@10.663,603.1258@10.6402,611.1388@10.6402,631.1207@10.6402,655.4025@10.6402,671.1123@10.6402,543.1518@10.6402,761.0795@10.6402,769.0303@10.6402,739.0966@10.6402,677.3816@10.6364,735.4113@10.6364,780.0722@10.6364,1082.772@10.6364,395.2193@10.6402,439.3426@10.6402,453.179@10.6402,475.1649@10.6402,903.0718@10.6402,829.068@10.644,1033.0336@10.644,327.1829@10.6478,883.0885@10.6478,897.0534@10.6478,965.0449@10.6478,1075.0955@10.6478,423.3116@10.6516,905.0884@10.6516,861.076@10.6554,967.6973@10.6402,1035.6874@10.6402,1056.7694@10.6402,1085.3816@10.6402,1108.7978@10.6402,1132.7987@10.6402,1152.7829@10.6402,443.3162@10.644,469.3842@10.644,679.1071@10.644,767.0827@10.644,861.4796@10.5138,685.2157@10.5138,275.2015@10.1772,465.3556@10.1772,989.0335@10.1848,805.085@10.1886,457.3522@10.1924,447.2831@10.2,389.268@10.2038,345.2797@10.2076,417.2997@10.2114,403.2847@10.1696,751.0384@10.1658,761.0803@10.1201,409.295@10.1316,899.0514@10.1354,861.0742@10.1392,889.1037@10.1392,686.5301@10.1506,395.2221@10.1544,457.2929@10.1582,373.2584@10.2228,641.1549@10.2723,777.1237@10.2723,423.383@10.296,312.2542@10.3036,730.3527@10.3036,321.2409@10.2608,413.2676@10.2228,423.2778@10.2266,481.2548@10.2266,705.0925@10.2266,717.1488@10.2266,398.3277@10.2304,517.389@10.2342,811.319@10.2342,964.7277@10.2418,441.3571@10.2456,469.2965@10.257,373.2597@10.0507,459.3109@10.0545,321.2424@10.0583,589.1247@10.0583,625.4661@10.0469,621.0157@9.9937,685.0317@10.0013,912.6273@10.0013,689.1178@10.0203,721.0282@10.0203,767.0344@10.0203,779.0693@10.0583,785.0254@10.0888,739.0197@10.0926,351.2522@10.0964,589.5171@10.0964,658.5064@10.0964,725.4942@10.0964,569.0426@10.104,1140.5084@10.1078,359.2951@10.1116,329.2686@10.085,691.1889@10.0773,567.0273@10.0811,725.4938@10.5138,651.1006@10.3112,1007.025@10.4443,485.2873@10.4481,529.1458@10.4481,385.2959@10.4681,414.1955@10.4681,577.4216@10.4681,821.1171@10.4681,890.1069@10.4681,892.7861@10.4405,377.1425@10.4719,510.3837@10.4719,655.4219@10.4719,957.0926@10.4719,346.2079@10.4719,711.3229@10.4291,1093.0684@10.3911,1150.7743@10.3911,347.2582@10.3987,455.2477@10.3987,439.342@10.4063,625.4635@10.4063,667.0329@10.4139,601.3685@10.4177,1027.6797@10.4253,485.3824@10.4291,643.3315@10.4291,271.2278@10.4757,411.3101@10.4985,455.3399@10.5023,1025.4063@10.5023,401.2303@10.4985,817.1415@10.5061,391.2836@10.5138,623.202@10.5138,886.7727@10.5061,1180.831@10.4947,1010.5812@10.4947,507.1213@10.4947,957.4169@10.4757,548.3624@10.4795,753.4518@10.4795,889.4291@10.4795,631.4884@10.4833,411.1451@10.4871,625.4984@10.4871,821.4423@10.4871,389.2468@10.4909,597.1325@10.4909,239.0597@10.4947,355.2276@10.4947,399.275@10.4947,344.2806@10.3455,459.3096@10.3493,501.2056@10.3569,662.3653@10.3569,297.2434@10.3607,423.2768@10.3607,489.3571@10.3607,751.0385@10.3607,473.3233@10.3645,509.3816@10.3683,483.2713@10.3759,779.0693@10.3759,791.0695@10.3759,365.2309@10.3607,685.2173@10.3417,707.1077@10.3112,733.053@10.315,447.3097@10.3188,754.4546@10.3188,789.1102@10.3188,834.8474@10.3188,889.4281@10.3188,469.2972@10.3226,515.1312@10.3226,954.7601@10.3226,761.0803@10.3303,886.7729@10.3303,626.9898@10.3341,787.0821@10.3341,391.2837@10.3417,413.268@10.3417,481.2562@10.3417,549.2427@10.3417,551.2631@10.3797,394.3038@10.3835,765.084@10.3873,781.3863@10.3873,833.0893@10.3873,1004.5299@10.3873,1056.7708@10.3873,1072.5216@10.3873,1082.7739@10.3873,1194.7585@10.3873,617.1551@10.3911,697.0962@10.3911,713.3993@10.3873,649.0895@10.3835,1116.732@10.3835,417.135@10.3873,425.1482@10.3873,485.1224@10.3873,493.1347@10.3873,513.117@10.3873,549.1676@10.3873,577.4266@10.3873,581.1026@10.3873,631.108@10.3873,633.0501@10.3873,679.3666@10.3873,717.0808@10.3873,498.2308@8.1464,593.3615@8.1464,667.266@8.1502,531.2937@8.154,599.2864@8.154,469.2483@8.2148,491.2391@8.2148,559.2257@8.2186,619.2891@8.2186,1153.7328@8.2377,447.2743@8.2148
SQC1_B1,0.5643844193,0.1007654469,-0.2145051812,-1.070118662,0.4409686823,0.1658737816,-0.7937961104,0.4409337355,0.0849815739,0.04884053518,0.3361566275,-0.1722492734,-0.006859880668,-0.5918187427,0.3102010022,0.5450315059,-1.121958349,-1.084785029,0.03860177603,1.23200563,0.6820318291,-0.09708520469,0.1241309894,0.399395758,-1.072632327,-0.0453422735,0.02100598485,0.5613451277,0.2385376698,-1.245741994,-0.1782791836,-1.641428246,0.5979375569,0.5998871243,0.08108508005,-0.7835918205,0.6824426098,0.597673181,0.1427798618,0.3248812884,-0.337404813,-0.8281466486,0.3855864688,-0.00675050877,-0.4984367564,-0.1610918084,0.07128176898,-0.501855061,0.02968242505,0.2288205827,-0.2032487078,-0.7183370413,-0.6127393547,0.6182934369,-0.4046908538,0.1267162739,-0.6067865394,-0.7839898485,-0.5405974509,-0.209467417,-0.1881018268,-0.2282597204,-0.1685031183,0.3718256406,0.8686874624,0.5382553476,0.204001713,0.2100841638,-0.5698999215,-0.002032609354,-0.9973333597,0.611080948,0.3810605367,0.9067286963,0.258880195,0.7778724077,-0.7587631545,-0.3448831939,0.07420896264,0.07556569061,0.01193533183,-0.1316056537,-0.08624924574,0.2279222552,-0.02890105212,0.0705987785,0.4663593844,0.5584988504,0.8480892474,-0.8224784339,0.657008096,0.6366219345,0.778370454,0.2922499918,0.6679228033,0.6345520505,-0.2222940811,0.8272464955,0.3925618529,0.7551029622,0.792212301,0.6169683282,0.7445384726,0.4368597713,0.4725762326,0.6612334888,0.1093696542,-0.433693357,-0.3134600662,0.2946024996,-0.3510245941,0.3591765249,0.328543633,0.5328676158,-0.3956553838,0.06162634796,0.4056883697,0.1069093655,0.8379728631,-0.4537121632,0.4441447269,0.7730386977,0.3434037955,0.5985816739,0.1533417465,0.4111961103,-0.07532668418,0.4512192381,0.1185290217,-1.090642741,-1.602519429,0.4818271225,-0.4013593408,-0.2449523196,-1.14971538,-0.08741718966,0.5470469594,-0.2483611101,0.2215465597,-0.05369710518,-0.2199055522,-0.4854329508,-0.2030381579,0.02825179598,0.2873871574,-1.385261486,-0.640556445,0.4735384854,0.5803880081,0.7140465436,0.2082448406,0.4835657076,0.1451596132,-0.1064287122,-0.1398667265,1.035080317,-0.4820257108,-1.045380941,0.5264890428,0.8770097614,0.3665861167,0.3537750037,0.03960356957,-0.9204171375,0.3751291152,0.4079978531,0.1023944847,0.2927846623,0.2467103438,-0.3301474003,0.1808546507,0.4999114423,-0.1292040795,-0.9002496159,0.3276464782,-0.8863772137,0.7044191714,-0.4722799994,0.5955692158,-0.1319558631,-0.2159771815,0.2978279792,0.4009645744,-0.45027515,-0.09888556842,-0.5086282359,0.34575238,-0.2633181852,0.04050596395,0.033765716,0.7510077059,0.132073402,-1.3913592,0.8970865344,-0.8250267272,0.4732534074,-0.6526112592,0.7395038302,0.005929037917,0.08316291135,-0.7580947167,0.6264186141,0.3233290745,0.6251426339,0.09422510041,-1.032716591,0.2193676152,1.309083691,0.03291210143,-0.6360871122,-1.016899585,0.3447361318,0.2178265783,-0.08421104163,0.04751597663,-0.00693095948,-0.2151276861,-0.08662011098,0.133814517,0.2072905569,0.2968108432,0.3786623819,0.5343779844,0.1831738384,0.5860789962,0.2640039425,-0.4085603426,0.6738276798,0.2902694916,0.2872810681,-1.057640221,0.3901082475,-0.4750631654,-0.4081431938,-0.3022773669,0.7446478887,0.1132279731,0.02027428517,0.6321908971,0.5534193878,0.7028905057,0.2953399452,0.01891358503,-0.05298197396,0.6187862831,0.08965057152,-0.4782571946,0.6935785509,-0.1279483929,-0.1723684098,0.4202828341,-0.2892949006,0.3197703119,0.7373913801,0.6330604267,0.05909485032,0.1486481023,0.3412362869,-0.3539563696,0.3988990326,0.1020011623,0.7160657248,-0.1144802092,-0.008656285782,-0.2574637818,0.2183467345,-0.3318575677,0.4033334938,-0.009352589794,0.1652938884,0.4643908851,-0.3263341043,-0.2011912443,0.255342891,-0.5051186737,0.1001065726,-0.3831530601,0.3069267541,-0.09872775104,-0.9288037746,-0.6166663067,0.625222188,0.6074541431,0.3508709142,0.4943379158,0.02766902097,0.3749544397,0.4595996505,-0.6793993399,0.4492222513,0.5672872323,0.3587703223,0.3801246217,0.2168153296,0.7079207254,0.03206213672,-0.5685893999,0.3385182557,0.04507695333,0.3240613318,0.04488814579,-0.02500521568,-0.4826792484,0.4178890899,0.4456840058,-0.03998700566,-0.0839837725,0.1826360454,-0.2479100408,0.1911297002,0.2323055707,0.6576571858,0.5094625042,0.4580536255,-0.2434121637,-0.3325577159,0.6226413186,0.3004236524,0.2563872964,-0.09239216905,0.5188948755,0.301252387,0.5239931397,0.4203947974,0.2111621112,-1.104959968,-0.310626364,0.0655071808,0.4902566965,0.3491753142,-0.03108872476,-0.5420363852,0.3579591492,0.3648060989,0.3514288133,0.3502878757,0.4505938304,0.1213052567,0.1915689943,0.1499040448,-0.1665230843,-0.1527697913,-0.01456676666,0.281502416,-0.2507090287,-0.9247973357,-0.02282128638,0.1935146634,1.056096864,0.2160562688,0.528643516,-0.02479332634,-0.01526343645,0.523244784,0.3945895967,0.04025028242,0.2696879478,0.001630915702,0.1510543905,0.3656545645,0.212762342,-0.04870345572,0.02392977028,-0.1496273376,-0.1581315621,0.1510152696,0.1423554475,0.4222952505,0.4728629627,0.4024971047,0.3828043658,0.1458609545,0.4433652205,-0.1097393423,0.6927037118,-0.6838616409,-0.269459036,0.09389898705,0.0683979447,0.4390993904,-0.4325296062,-0.2824668261,0.1150216511,-0.4904435959,-0.3634775735,-0.4530336937,0.1275972122,0.3218876727,0.6234465074,-0.02483787745,-0.5125699772,-0.9077087194,-0.1718169218,-0.007049080894,0.1050707848,-0.5301068191,0.01757285598,0.4458435736,-0.01880017018,-1.353615398,0.2611105547,-0.7043442815,0.6095385934,0.3673937795,0.4409718613,0.5062030398,0.01677760862,0.1840606005,0.03878178231,0.2440757215,-0.1650027013,0.1305476264,0.2440888534,0.2115913943,0.05622305445,0.3001330323,0.2079596232,0.2627262179,-0.5045843344,0.6214014004,-0.2239217959,0.05327092352,-0.4313647504,0.1594691843,0.0503226382,0.0548935121,0.267329548,0.5571063817,-0.06830324969,-0.01040299403,0.09148568245,0.4730938569,0.2796026935,0.42857484,-0.1222380021,-1.012155786,0.2117825551,-0.265599822,0.07715193859,0.07174633655,-0.4955710627,-1.454000743,-1.450476446,-1.078461101,-0.2958269632,-0.07341924976,0.0872138885,0.2374154774,0.1624640574,0.2603527667,0.8911669098,0.6369082539,0.3420421104,-0.9650613411,-0.07205081531,0.4290559893,-0.02413255239,0.9679656758,-0.03695932129,-0.647939067,-0.05935100852,-0.04273420748,-0.7039338557,-0.4740997632,-0.1811770987,0.1785259091,-0.5212924235,0.1399297546,0.06501490648,1.101211449,-0.1295288645,-0.343017981,0.04348217305,0.1161730181,-0.06966448827,-0.1138496123,-0.1846089673,-0.3004074004,0.1361182848,0.05435348122,-0.8516283337,-0.9845382947,0.3545556635,-0.1034292333,-0.5016885618,-0.7521917509,0.5893179515,-0.220198032,-0.1917914035,-0.0432168783,0.2465886992,-0.93033522,-0.004008939357,-0.6724550604,-0.07814842943,-0.1030994265,0.313677593,0.05578629403,0.6347563407,-0.8058771183,-0.5271967412,-0.7539931154,-0.2335139833,-0.2167990149,-0.4064665347,-0.3661741012,0.09255623324,-0.3574874545,0.3485814528,0.3425785064,-0.7323723811,0.4201350056,-0.1338005394,-0.120743294,0.4743894167,0.228550829,-0.4515083231,-0.01364114,-0.2881195631,-0.2712540619,-0.2526208243,-0.2251393445,-0.217853772,-0.2334735265,0.3026632148,-0.6395213803,-0.2974723138,-0.005002057706,0.3119417129,-0.9796735887,-0.1081045744,-0.1205770207,-0.4082581176,-0.005702960966,0.2836069008,0.2083915332,0.07740666007,0.3437752351,0.4170230335,-0.1570486644,0.7725394761,-0.1712718392
SQC2_B1,0.3507280599,-0.6363891871,-1.311513647,-0.7336458681,0.3829176589,-0.1265971057,-1.255813526,-0.5925058007,-0.01879450003,-0.4448646449,-0.4557508723,0.6246967602,0.3133173211,-0.04181631343,-0.3032178108,0.3209041335,0.8458280752,0.2106532873,0.1071477034,-0.8980653006,0.2629641657,-1.028521858,0.1637075196,-0.1293321081,-1.036561983,0.3113355361,0.5549536756,-0.5753974501,0.5475064122,0.4998386332,0.5466564637,-1.386988079,0.7651491512,1.179197857,-0.21612596,0.1187098976,0.2836157886,0.3165195617,-0.05402850719,0.05556473125,0.15469985,0.01682090168,-0.3631894453,-0.006702358089,-0.02108882585,-0.6255295357,-0.1548226889,0.01008746047,-0.07796134222,0.0221079973,-0.04840709608,-0.05253468719,-0.0003608279629,0.2009202065,-0.04400843323,0.5012793108,0.5334016422,0.5911047817,-0.3940518244,0.5025081586,0.3887071322,0.5244224331,0.1983084494,-0.06735503615,0.7138638082,0.1850548343,-0.1803633696,0.004780856597,0.2082812991,-0.2903885964,-0.739138004,0.006030502891,-0.02591949882,-1.098682913,0.09867040249,0.1676550529,-0.6456001891,-0.144837855,-0.3464045292,-0.1328590873,-0.3739311253,0.2684416961,0.5931564613,0.2557226449,0.4265668438,-0.4651902386,0.08009030567,0.1417960006,0.4144734804,0.2162206883,0.3133538767,0.3584032799,0.3111123917,-0.01189410659,0.4168747006,0.2666046395,0.2426595733,0.3081834998,-0.7435965213,0.2444002226,0.3527454772,0.06043393542,0.2800188063,0.2453828432,0.2278487222,0.2006786361,0.07974990978,-0.04788155127,0.08070862219,0.02950405363,-0.2177030484,0.04605210886,-0.05139766467,-0.09739043072,-0.7005502926,0.2391955743,0.08156522747,-0.05826454532,0.3041069055,-0.5650276514,0.07210379925,0.2491865273,0.6148286251,-0.07740899534,-0.7161305729,-0.2106995011,-0.002082365932,0.02663501698,-0.1424531139,-0.1291196366,-0.04346300075,0.02288058823,-0.06038606759,0.1057912954,-0.2927901591,0.2691459031,0.02178529893,-0.1665297914,0.3530552398,0.3035902058,0.05471470527,0.004134511022,0.1809741261,-0.2137956281,0.06659942287,-0.3571391547,-0.9376199836,-0.03638027577,0.1461423088,0.867846117,-0.1424284124,-0.1355778729,-0.3318779384,0.2188686184,0.07974234973,0.06776685114,-0.02615971322,0.8878646768,0.05402432483,0.181536355,0.04495247387,-0.03392624202,-0.01620685813,0.0860638222,-0.04525112184,-0.04201609533,-0.2335812338,0.3552853146,0.5774760398,0.07305270162,0.09359389567,0.3448100191,-0.04014932352,-0.002249032232,-0.1233007588,-0.07765452887,0.2052762493,-0.1088130314,-0.4074236361,0.214701943,0.2356054879,-0.09925411004,-0.06938727551,0.09985847506,0.1417983976,0.1938124084,-0.3719195756,-0.6019619944,-0.06125374789,-0.4730956195,-0.7233799482,0.1099154592,0.880987719,-0.331146615,-0.3446599037,-0.2492575259,-1.020103951,-0.2746977047,0.0637200136,-1.036548383,0.3307682746,-0.4678013815,-0.1210896388,0.01254212681,-0.2910193984,-0.287675612,0.1379553645,0.3172410997,-0.215827646,-0.6454272651,-0.3715506772,0.7334422505,0.2516540869,-0.09974343815,-0.17670567,-0.1689391926,-0.636833365,0.1059257846,0.1199479361,-0.205339748,0.06761184609,-0.160238901,0.2400258189,0.08024805038,-0.01997085225,0.1838456296,1.039204439,0.1492316771,0.03234275126,-0.1050454702,0.1553022703,0.1132295202,-0.05365386731,-0.2334666334,0.0205095467,0.06513830116,-0.4697571826,-0.03982941182,0.001090292701,0.1028425781,0.2010268145,0.2255984296,0.05420755671,0.02352716582,0.203458513,-0.1169840193,-0.9582629305,0.2265200501,0.1450992475,0.01041353836,0.2442550283,0.1842408303,-0.07914302817,0.1263747107,0.2804868876,-0.1387294224,-0.07402712975,-0.3161327291,0.1137789288,-0.04246212197,-0.4474979608,0.1140719956,0.1540176544,0.1676489326,0.03832801231,0.5375732535,0.19367271,-0.05866859438,-0.3358730529,-0.182771432,0.2220256449,0.01806118273,-0.2180838807,-0.7635078077,-0.006898341505,-0.09735452645,0.1547612554,-0.124608807,0.3185001684,-0.7777514572,0.3239113953,0.4629649227,0.2232988171,-0.1171531145,0.4240158714,0.2578145764,0.01391254758,0.3334215627,0.6437891666,0.08894152412,0.1590760193,0.4051934445,0.4323607588,0.03139577608,0.3475186611,0.3189312449,-0.4396177251,-0.0793251363,0.1842091048,0.02170006846,-0.06196613568,-0.2308992361,-0.2939941501,0.160673296,0.08907066026,-0.3195006236,-0.255636694,-0.2127263199,-0.5730172486,0.1502843583,-0.1728446177,0.1493785113,0.3047461996,-0.02466424616,0.0655840464,0.1498740588,0.3626440928,0.1890729126,0.05926063164,-0.8769484462,0.3057893787,0.1325180762,0.0755084225,-0.1344684003,0.09693453,-0.1820662904,-0.1414166129,-0.2288521878,-1.187641027,0.260298516,0.2122660522,0.0459372384,0.3150484315,0.2535542551,0.3520649447,0.2497512247,0.1914667948,0.354238214,0.2529472007,0.2327391351,0.1527767533,0.1502669934,0.2868561487,-0.1734663219,0.2921107325,0.2359792809,0.1531621051,0.1976680441,-0.4142561208,0.07188741313,0.2491827872,0.1194700486,0.04286382041,0.2190018823,-0.0125736439,-0.4452760493,0.1365694283,-0.2228642211,0.2506707063,0.09552562556,-0.119419998,-0.1619645791,0.1415410229,-0.2545450265,0.2183647026,0.3318963077,-0.1823835299,-0.08477951181,0.124077786,0.2010052921,-0.04782414777,-0.4669200746,-0.03452597805,-0.6467287188,0.7442934958,0.2118718277,-0.2020242255,-0.03327075996,-0.05600251166,-0.1958152379,-0.3992367013,0.0561467796,-0.650335884,-0.4013565651,0.08513825846,-0.1823343065,-0.2559807455,-1.02125228,0.2803375308,-0.2299812919,-0.02116566469,0.4432772213,-0.148251853,-0.1715587084,0.1764175748,0.171053792,-0.07970777185,-0.008897725656,-0.02716633196,-1.17545063,0.004886976299,-0.1314730487,-0.01677516191,-0.08210234121,-0.04602019695,0.08662853119,-0.1927054502,-0.1135244872,0.07571724589,-0.6837614623,-0.3775576141,1.223590126,-0.1535474546,-0.8968311893,0.1993408189,-0.1174295213,-0.1316294549,0.01919402021,0.469941236,0.7064109958,-0.04903134335,0.651101409,0.6980422883,0.06070665894,-0.2178786544,-0.143436666,-0.2022935477,-0.2186290049,-0.2211570403,-0.3559436554,0.1533970127,0.4686624621,-0.2788362655,-0.1231164863,0.2332003681,-0.06840042732,-0.004041406799,-0.1934092782,-0.08818403486,0.1594173163,-0.1051311543,0.03601895914,0.4096198067,0.0666616908,-0.2602194161,0.3791974912,-0.6068101913,0.2947083362,-0.2904977624,-0.2787873815,-1.26953401,0.03346817116,-0.09883911789,0.4490581937,0.03350617797,-0.4425557851,0.8831876459,-0.9006963932,-0.3560845965,0.2179679628,-0.1704003993,-0.3735791352,-0.0610199809,-0.3764030261,-0.3904996728,-0.3060513413,-0.119297335,0.366878848,-0.2165428752,-0.7711434647,-0.121399875,-0.5324086187,-0.00211310705,0.003194909339,0.001424959739,-0.4143443347,-0.2388553239,0.002615408023,-0.09450403911,0.3183756121,-0.5343193727,-0.5076490692,-0.1997538899,-0.3501994571,-0.4525454222,-0.4372621853,0.007618794043,-0.1287046453,-0.150636855,-0.1929408016,-0.1092019306,-0.04130365926,-0.3515673065,-0.2930162879,0.3882252487,-0.1756158024,-0.1589997826,-0.09099636567,0.01353376559,0.1660025436,0.05038328508,0.07054573187,-0.4394908808,-0.2146926996,-0.3731693276,0.5800382983,-0.1313189367,-0.115796936,-0.2502726056,-0.4356998781,0.7334663422,-0.4271448617,-0.04559804445,-0.452505573,0.1025726952,-0.0290110338,-0.07884416353,-0.09323083123,0.7727324989,0.1975107183,-0.151774054,-0.1055158156,-0.1068066202,-0.0926604245,0.2453159661,0.07604737738,-0.1742443769,-0.1970159085,-0.0861600508,0.4068125027,-0.2374428987,-0.4259673853,-0.4968422876,-0.1153450557,-0.08551183461,-0.1216125962,-0.02968857388,0.09345625896,0.2754235506,0.3343290224,0.6757963127,0.877537226
